NOME_MUNICIPIO,UF,Valor_Medio_Pago,Etiqueta_Classificacao
XAVANTINA,SC,687.225,Alto Repasse
ITALVA,RJ,631.2983808789514,Baixo Repasse
BAYEUX,PB,641.294537517697,Baixo Repasse
PEIXOTO DE AZEVEDO,MT,696.0561866748542,Alto Repasse
MACAPARANA,PE,649.8078580481622,Baixo Repasse
BOM JESUS DAS SELVAS,MA,730.8509596553075,Alto Repasse
BARRETOS,SP,632.3005549389567,Baixo Repasse
AROEIRAS DO ITAIM,PI,644.7240948813983,Baixo Repasse
URUGUAIANA,RS,692.2459318391158,Alto Repasse
URUCARA,AM,698.1766536964981,Alto Repasse
SAO ROQUE DO CANAA,ES,647.7008928571429,Baixo Repasse
HUMAITA,AM,716.2985492046845,Alto Repasse
PRESIDENTE MEDICI,RO,645.0028544243578,Baixo Repasse
JESUANIA,MG,643.3003048780488,Baixo Repasse
MADRE DE DEUS,BA,636.4578313253012,Baixo Repasse
KALORE,PR,650.7729591836735,Baixo Repasse
SUCUPIRA DO NORTE,MA,686.3922365988909,Alto Repasse
CALDAS,MG,649.1087420042644,Baixo Repasse
ESPIGAO ALTO DO IGUACU,PR,689.5793103448276,Alto Repasse
SOURE,PA,717.1594982078853,Alto Repasse
JACAREACANGA,PA,859.8797199299825,Alto Repasse
PRESIDENTE KUBITSCHEK,MG,685.9107142857143,Alto Repasse
MIGUEL ALVES,PI,699.3237286048516,Alto Repasse
MESOPOLIS,SP,576.3,Baixo Repasse
SATUBINHA,MA,701.7944915254237,Alto Repasse
FORMOSO DO ARAGUAIA,TO,687.1451540866458,Alto Repasse
SANTO AMARO DO MARANHAO,MA,721.0757399883923,Alto Repasse
SITIO NOVO DO TOCANTINS,TO,693.3930041152263,Alto Repasse
SAO FELIX DO PIAUI,PI,649.6928746928747,Baixo Repasse
PORTO VELHO,RO,681.7160048377343,Alto Repasse
IPATINGA,MG,649.5133630289532,Baixo Repasse
MURICILANDIA,TO,725.4989517819706,Alto Repasse
MONGAGUA,SP,687.2587093089663,Alto Repasse
IGARAPE-MIRI,PA,712.8862823335168,Alto Repasse
LIBERDADE,MG,640.5304518664047,Baixo Repasse
DIVINESIA,MG,639.0386597938144,Baixo Repasse
JUNDIAI,SP,686.0977340977341,Alto Repasse
SAO SEBASTIAO DA AMOREIRA,PR,649.5193798449612,Baixo Repasse
ARARI,MA,685.1545454545454,Alto Repasse
BODOQUENA,MS,700.0657718120806,Alto Repasse
LAJINHA,MG,685.5150401069519,Alto Repasse
URUCANIA,MG,621.2310924369748,Baixo Repasse
TOCANTINIA,TO,763.4164305949008,Alto Repasse
GUAICARA,SP,680.0377073906486,Alto Repasse
SAO GERALDO DA PIEDADE,MG,639.1669724770642,Baixo Repasse
PIRACAIA,SP,639.3695501730103,Baixo Repasse
ICAPUI,CE,643.3937592867757,Baixo Repasse
MONTE ALTO,SP,650.3869918699187,Baixo Repasse
CORONEL BARROS,RS,706.3150684931506,Alto Repasse
FORMOSO,MG,685.3962025316456,Alto Repasse
SANTA CECILIA DO SUL,RS,598.3611111111111,Baixo Repasse
PIRAI DO NORTE,BA,680.0622037914692,Alto Repasse
BORBA,AM,749.8795023868074,Alto Repasse
BARIRI,SP,697.787012987013,Alto Repasse
SAO JORGE D'OESTE,PR,556.6929824561404,Baixo Repasse
POCONE,MT,706.874357254639,Alto Repasse
CAMPO DO TENENTE,PR,684.2537878787879,Alto Repasse
SAO JOSE DA TAPERA,AL,691.0736579275905,Alto Repasse
MERIDIANO,SP,625.6542553191489,Baixo Repasse
SANTA MARIA DO HERVAL,RS,627.8513513513514,Baixo Repasse
URUTAI,GO,615.4936170212766,Baixo Repasse
CAPITAO,RS,709.4807692307693,Alto Repasse
FRANCISCO SANTOS,PI,646.0952797202797,Baixo Repasse
AGUAS MORNAS,SC,695.7647058823529,Alto Repasse
MONTE SANTO,BA,648.6766521838555,Baixo Repasse
CHUPINGUAIA,RO,715.2546948356808,Alto Repasse
CARAMBEI,PR,693.4262910798122,Alto Repasse
COLINA,SP,602.2124756335282,Baixo Repasse
BERILO,MG,643.6240188383046,Baixo Repasse
SAO SEBASTIAO DO RIO PRETO,MG,626.6666666666666,Baixo Repasse
AMERICANO DO BRASIL,GO,642.4571428571429,Baixo Repasse
CEARA-MIRIM,RN,682.746136081009,Alto Repasse
DESTERRO DE ENTRE RIOS,MG,571.4205378973105,Baixo Repasse
OLIMPIO NORONHA,MG,630.4143835616438,Baixo Repasse
SERTAO SANTANA,RS,691.1413881748072,Alto Repasse
SANTA TEREZA DO TOCANTINS,TO,757.7250859106529,Alto Repasse
ITAMBE,BA,650.7738562091504,Baixo Repasse
IBIRAPUITA,RS,696.6344537815127,Alto Repasse
CANANEIA,SP,693.086321381142,Alto Repasse
NOVO HORIZONTE DO NORTE,MT,703.6325581395349,Alto Repasse
BOA VENTURA,PB,691.0990099009902,Alto Repasse
JUMIRIM,SP,642.1206896551724,Baixo Repasse
MARILENA,PR,647.1508120649652,Baixo Repasse
FREI ROGERIO,SC,633.4311377245509,Baixo Repasse
SALETE,SC,730.4423076923077,Alto Repasse
SANTA MARIA DAS BARREIRAS,PA,688.0421856167136,Alto Repasse
LAGOA BONITA DO SUL,RS,630.3885350318471,Baixo Repasse
NOVA VENEZA,GO,637.7123983739838,Baixo Repasse
CASEIROS,RS,696.3142857142857,Alto Repasse
CRISTAIS PAULISTA,SP,632.2121212121212,Baixo Repasse
WANDERLANDIA,TO,682.4148351648352,Alto Repasse
TURMALINA,MG,642.5407854984894,Baixo Repasse
SAO JOAO DOS PATOS,MA,682.0069401918759,Alto Repasse
ITAPEMA,SC,682.1044957472661,Alto Repasse
TABAI,RS,697.8137651821862,Alto Repasse
URANDI,BA,635.6462116468379,Baixo Repasse
ILHA DAS FLORES,SE,687.4540976265114,Alto Repasse
HORTOLANDIA,SP,649.0362654320987,Baixo Repasse
GABRIEL MONTEIRO,SP,682.1123595505618,Alto Repasse
COQUEIRO BAIXO,RS,723.7391304347826,Alto Repasse
ACUCENA,MG,641.406015037594,Baixo Repasse
VARGEM GRANDE,MA,735.7044377960608,Alto Repasse
PLANALTINO,BA,640.3381858902576,Baixo Repasse
MATA GRANDE,AL,697.6124794745484,Alto Repasse
GUARUJA DO SUL,SC,622.1573033707865,Baixo Repasse
IBOTIRAMA,BA,688.3749710848947,Alto Repasse
RODEIO BONITO,RS,646.8813559322034,Baixo Repasse
PEQUERI,MG,621.310861423221,Baixo Repasse
RIO DO CAMPO,SC,704.5443037974684,Alto Repasse
OLHO D'AGUA DAS CUNHAS,MA,681.4243595940068,Alto Repasse
BARROCAS,BA,641.3513789581206,Baixo Repasse
MIRASELVA,PR,619.659793814433,Baixo Repasse
ARATIBA,RS,747.0568181818181,Alto Repasse
MASSAPE DO PIAUI,PI,641.8697282099344,Baixo Repasse
PORTO DE PEDRAS,AL,690.1243915630071,Alto Repasse
POJUCA,BA,642.0053947131811,Baixo Repasse
FARO,PA,701.0499565595135,Alto Repasse
SAO JOSE DA BARRA,MG,686.2484210526316,Alto Repasse
MORPARA,BA,680.946836788942,Alto Repasse
GUAJARA-MIRIM,RO,759.3604219574136,Alto Repasse
DOM FELICIANO,RS,698.3135852911133,Alto Repasse
MOSSORO,RN,636.1035809225958,Baixo Repasse
TRINDADE DO SUL,RS,684.8524590163935,Alto Repasse
IBATEGUARA,AL,685.1092061125605,Alto Repasse
CANAPOLIS,BA,696.1520681265207,Alto Repasse
SEGREDO,RS,680.3355371900826,Alto Repasse
PRESIDENTE VENCESLAU,SP,636.4974692697035,Baixo Repasse
GAURAMA,RS,628.5346534653465,Baixo Repasse
ESTACAO,RS,690.9950248756219,Alto Repasse
APARECIDA D'OESTE,SP,615.8467432950191,Baixo Repasse
ITAARA,RS,680.0982905982906,Alto Repasse
MANGUEIRINHA,PR,625.6950904392764,Baixo Repasse
IBIASSUCE,BA,629.0842733908428,Baixo Repasse
NOVA IBIA,BA,647.91953125,Baixo Repasse
ARENAPOLIS,MT,686.5666666666667,Alto Repasse
NOVA ESPERANCA,PR,649.5055957867017,Baixo Repasse
PONTE ALTA,SC,623.8659793814433,Baixo Repasse
CAPAO DA CANOA,RS,695.0922716627634,Alto Repasse
COITE DO NOIA,AL,689.6246458923513,Alto Repasse
CABO VERDE,MG,615.9968602825745,Baixo Repasse
SAO JOSE DO NORTE,RS,642.8745762711865,Baixo Repasse
AGUA LIMPA,GO,643.1607142857143,Baixo Repasse
FORTUNA DE MINAS,MG,639.636678200692,Baixo Repasse
TENORIO,PB,680.3063885267275,Alto Repasse
RIVERSUL,SP,634.8522727272727,Baixo Repasse
CICERO DANTAS,BA,649.6113405933158,Baixo Repasse
PACARAIMA,RR,807.8000506200962,Alto Repasse
SAO JOSE DO VALE DO RIO PRETO,RJ,626.7822629969419,Baixo Repasse
ACARA,PA,708.1050292727657,Alto Repasse
NOVA MUTUM,MT,635.6962785114046,Baixo Repasse
ITAPAGIPE,MG,635.3416666666667,Baixo Repasse
AGUA DOCE DO MARANHAO,MA,704.7861142217246,Alto Repasse
PAULA CANDIDO,MG,647.2875939849624,Baixo Repasse
IBIRAPITANGA,BA,692.2441390460792,Alto Repasse
TEJUPA,SP,689.5064102564103,Alto Repasse
FRONTEIRAS,PI,647.4302325581396,Baixo Repasse
RIBEIRAO DO LARGO,BA,684.4943687018376,Alto Repasse
AVEIRO,PA,751.1899171270718,Alto Repasse
BREJO DOS SANTOS,PB,641.4595490716181,Baixo Repasse
ARACUAI,MG,639.2057310800882,Baixo Repasse
BREJO GRANDE DO ARAGUAIA,PA,708.8221632382216,Alto Repasse
OBIDOS,PA,726.8571025665132,Alto Repasse
MIMOSO DO SUL,ES,650.9231446171898,Baixo Repasse
NOVO HORIZONTE,SP,635.2827361563518,Baixo Repasse
SIMOES,PI,682.7401508801341,Alto Repasse
CAETES,PE,694.7570621468926,Alto Repasse
BOA VISTA DO GURUPI,MA,725.2012650948822,Alto Repasse
LAGUNA CARAPA,MS,685.6969696969697,Alto Repasse
DIVISA ALEGRE,MG,648.8324684951816,Baixo Repasse
CAROLINA,MA,684.8845865600799,Alto Repasse
TAPIRAMUTA,BA,682.3230954531767,Alto Repasse
VARZEA ALEGRE,CE,648.2064994882293,Baixo Repasse
JULIO DE CASTILHOS,RS,690.248097412481,Alto Repasse
PANTANO GRANDE,RS,702.4090056285178,Alto Repasse
CATIGUA,SP,625.6060606060606,Baixo Repasse
GOVERNADOR MANGABEIRA,BA,649.030580075662,Baixo Repasse
FRANCISCO DANTAS,RN,622.5138888888889,Baixo Repasse
PINHAL DA SERRA,RS,694.1360946745563,Alto Repasse
NOVA BANDEIRANTES,MT,639.6588324488249,Baixo Repasse
BARBACENA,MG,646.7770128354725,Baixo Repasse
BARRA DO RIO AZUL,RS,565.3846153846154,Baixo Repasse
CODO,MA,719.8396144994247,Alto Repasse
LUNARDELLI,PR,632.4913793103449,Baixo Repasse
MARINOPOLIS,SP,623.2637362637363,Baixo Repasse
CRUCILANDIA,MG,615.3305785123966,Baixo Repasse
CAFEZAL DO SUL,PR,630.3755458515284,Baixo Repasse
CERRO NEGRO,SC,648.4777070063694,Baixo Repasse
BETANIA DO PIAUI,PI,695.8932238193019,Alto Repasse
MOJU,PA,699.4169151854944,Alto Repasse
JOAQUIM GOMES,AL,701.1737035337311,Alto Repasse
MONTEIRO LOBATO,SP,681.5369928400954,Alto Repasse
MARANGUAPE,CE,649.4388790709417,Baixo Repasse
COIMBRA,MG,615.75106685633,Baixo Repasse
SAO DOMINGOS DO MARANHAO,MA,700.8510984540277,Alto Repasse
CERRO LARGO,RS,641.6510263929619,Baixo Repasse
RIBEIRAOZINHO,MT,686.185628742515,Alto Repasse
MANDAGUARI,PR,606.261744966443,Baixo Repasse
SENADOR LA ROCQUE,MA,701.5430442919526,Alto Repasse
ITATIBA,SP,641.242227689555,Baixo Repasse
ITAU DE MINAS,MG,623.2463503649635,Baixo Repasse
ITAPERUNA,RJ,635.6469893742621,Baixo Repasse
BRUMADINHO,MG,644.8368421052631,Baixo Repasse
PEDRA BRANCA DO AMAPARI,AP,728.1057692307693,Alto Repasse
MURICI DOS PORTELAS,PI,691.859947643979,Alto Repasse
CUITEGI,PB,684.1570066030814,Alto Repasse
ANGICOS,RN,642.3792717086835,Baixo Repasse
PALMEIRA,SC,686.2558139534884,Alto Repasse
BERURI,AM,791.6923224568138,Alto Repasse
SAO JOAO DO RIO DO PEIXE,PB,627.6433680104032,Baixo Repasse
CORONEL PACHECO,MG,636.4176470588235,Baixo Repasse
BENEDITO NOVO,SC,691.359375,Alto Repasse
BRASIL NOVO,PA,696.6047690014904,Alto Repasse
REDUTO,MG,699.3746031746032,Alto Repasse
SAO JOAO DE PIRABAS,PA,685.3028272251308,Alto Repasse
BOQUEIRAO,PB,680.5403429147756,Alto Repasse
PIRAPOZINHO,SP,645.5649867374005,Baixo Repasse
CUMARU DO NORTE,PA,714.6404617921935,Alto Repasse
CARNEIROS,AL,698.6775244299674,Alto Repasse
SANTA LUZIA,MA,724.0769029557939,Alto Repasse
COROADOS,SP,639.4906666666667,Baixo Repasse
VISTA GAUCHA,RS,620.912,Baixo Repasse
ANTONIO CARDOSO,BA,681.042784626541,Alto Repasse
DESCOBERTO,MG,640.0018484288355,Baixo Repasse
ANDRELANDIA,MG,620.1243986254295,Baixo Repasse
CONFRESA,MT,686.969996470173,Alto Repasse
DURANDE,MG,711.5074946466809,Alto Repasse
CAMPO MAIOR,PI,643.7586448131121,Baixo Repasse
MANICORE,AM,763.2778339512414,Alto Repasse
PEDRAS GRANDES,SC,694.3611111111111,Alto Repasse
ALVORADA DO NORTE,GO,650.55249745158,Baixo Repasse
MARCOLANDIA,PI,686.5730786317192,Alto Repasse
MAURILANDIA DO TOCANTINS,TO,694.3314606741573,Alto Repasse
CARIRI DO TOCANTINS,TO,691.2659932659933,Alto Repasse
SAO JOSE DO SABUGI,PB,647.2530487804878,Baixo Repasse
BREU BRANCO,PA,709.6079071863032,Alto Repasse
NAZARE,TO,686.3494176372712,Alto Repasse
TASSO FRAGOSO,MA,729.7077971233914,Alto Repasse
CAMPINAS DO PIAUI,PI,647.7877643504531,Baixo Repasse
SALTO DO ITARARE,PR,686.5875486381323,Alto Repasse
MOSTARDAS,RS,695.3920367534456,Alto Repasse
SANGAO,SC,693.2836538461538,Alto Repasse
MAUES,AM,769.6976508854355,Alto Repasse
PACAEMBU,SP,680.8578274760383,Alto Repasse
PLANALTO ALEGRE,SC,635.6477272727273,Baixo Repasse
JAMBEIRO,SP,685.9375,Alto Repasse
PARAISO,SP,622.9516908212561,Baixo Repasse
SAO FERNANDO,RN,648.6558317399617,Baixo Repasse
ORIXIMINA,PA,756.9868900850843,Alto Repasse
BRASILEIA,AC,702.6401515151515,Alto Repasse
CAPELINHA,MG,638.3525077925758,Baixo Repasse
FORTALEZA DO TABOCAO,TO,681.75,Alto Repasse
CONCEICAO DO PARA,MG,647.28,Baixo Repasse
LARANJA DA TERRA,ES,650.4039125431531,Baixo Repasse
SANTANA DO LIVRAMENTO,RS,691.678660196473,Alto Repasse
POXOREO,MT,696.9556552067763,Alto Repasse
ALAGOINHA DO PIAUI,PI,644.0560553633218,Baixo Repasse
BREJAO,PE,683.0126069338136,Alto Repasse
BALNEARIO PINHAL,RS,685.3282798833819,Alto Repasse
VIEIROPOLIS,PB,645.3943329397874,Baixo Repasse
RIO VERDE DE MATO GROSSO,MS,684.9803006739243,Alto Repasse
BARRO,CE,650.9154595733473,Baixo Repasse
SAO JOSE DO BREJO DO CRUZ,PB,628.7507331378299,Baixo Repasse
XIQUE-XIQUE,BA,687.889007470651,Alto Repasse
MENDES PIMENTEL,MG,632.9658605974396,Baixo Repasse
SAO BENEDITO,CE,692.3031721268851,Alto Repasse
TANGARA,SC,609.4677419354839,Baixo Repasse
BONITO,BA,682.3846633416459,Alto Repasse
BELO HORIZONTE,MG,637.6199032062916,Baixo Repasse
TIANGUA,CE,687.6757083007882,Alto Repasse
ANGELANDIA,MG,686.493838028169,Alto Repasse
MORMACO,RS,627.6217948717949,Baixo Repasse
ANANAS,TO,697.0909657320873,Alto Repasse
BARCELONA,RN,635.8980132450331,Baixo Repasse
CAMPO AZUL,MG,639.5338882282996,Baixo Repasse
CARAUBAS,RN,648.1070198675496,Baixo Repasse
SUCUPIRA DO RIACHAO,MA,693.4269870609982,Alto Repasse
PINHAIS,PR,643.5261845386534,Baixo Repasse
CAMBUI,MG,635.2606727037517,Baixo Repasse
LUCELIA,SP,648.3124387855044,Baixo Repasse
MULUNGU,PB,686.4785907859078,Alto Repasse
PIMENTEIRAS DO OESTE,RO,711.2927756653993,Alto Repasse
MIRADOR,PR,635.1104651162791,Baixo Repasse
ENGENHEIRO NAVARRO,MG,634.6761827079935,Baixo Repasse
ITAJU,SP,650.0993788819876,Baixo Repasse
MONTE ALEGRE DE MINAS,MG,647.1192878338279,Baixo Repasse
SANTA ROSA DE LIMA,SC,617.5,Baixo Repasse
ITANHOMI,MG,691.1724659606657,Alto Repasse
FRANCISCO ALVES,PR,642.9363817097416,Baixo Repasse
BAIXA GRANDE DO RIBEIRO,PI,683.697779450508,Alto Repasse
VOTUPORANGA,SP,646.1110513578919,Baixo Repasse
CAAPIRANGA,AM,745.3028550777015,Alto Repasse
AFUA,PA,800.9597565099763,Alto Repasse
BARRA DO GARCAS,MT,685.073851030111,Alto Repasse
ASPASIA,SP,629.0119047619048,Baixo Repasse
FLOR DA SERRA DO SUL,PR,687.6577017114914,Alto Repasse
PONTAO,RS,704.4410256410256,Alto Repasse
BALNEARIO BARRA DO SUL,SC,687.4619952494062,Alto Repasse
JUINA,MT,683.6688712522046,Alto Repasse
PAULISTANIA,SP,684.9647887323944,Alto Repasse
CAMAQUA,RS,682.6863228699551,Alto Repasse
LUISLANDIA,MG,684.1839178785286,Alto Repasse
TRAVESSEIRO,RS,622.4375,Baixo Repasse
ARUANA,GO,634.8249299719888,Baixo Repasse
PARANATINGA,MT,744.0800835654596,Alto Repasse
JOAQUIM PIRES,PI,681.1449981266392,Alto Repasse
SITIO NOVO,MA,713.3839907192576,Alto Repasse
SAO DOMINGOS DO PRATA,MG,641.1812714776632,Baixo Repasse
VALPARAISO,SP,684.5333782872556,Alto Repasse
JOANESIA,MG,619.7951807228916,Baixo Repasse
TAQUARI,RS,691.005366726297,Alto Repasse
ANHEMBI,SP,698.9304635761589,Alto Repasse
ANTONIO MARTINS,RN,644.1086834733893,Baixo Repasse
CUNHA,SP,632.1488994389297,Baixo Repasse
SAO FELIX DO ARAGUAIA,MT,713.5147247119078,Alto Repasse
UIRAMUTA,RR,1024.9004566210047,Alto Repasse
BAIAO,PA,700.772136068034,Alto Repasse
TONANTINS,AM,795.4384175167952,Alto Repasse
BRASILANDIA DO SUL,PR,650.9581395348837,Baixo Repasse
ITABORAI,RJ,648.5135143398765,Baixo Repasse
LARANJAL,MG,622.5709219858156,Baixo Repasse
RODEIO,SC,693.4448818897638,Alto Repasse
VARJOTA,CE,693.8775769108785,Alto Repasse
CASCALHO RICO,MG,640.8755364806867,Baixo Repasse
DONA INES,PB,680.5299069561364,Alto Repasse
TABULEIRO DO NORTE,CE,648.0020948390783,Baixo Repasse
CAFEARA,PR,604.0676691729324,Baixo Repasse
SANTA LUCIA,SP,649.2675438596491,Baixo Repasse
IBARETAMA,CE,692.1079136690647,Alto Repasse
HIDROLINA,GO,633.6480446927375,Baixo Repasse
MATOES,MA,729.0092578063707,Alto Repasse
CURIMATA,PI,680.4435201401051,Alto Repasse
PILAO ARCADO,BA,701.1029807130333,Alto Repasse
FILADELFIA,BA,650.8742222222222,Baixo Repasse
AGUA BOA,MT,645.1852970795569,Baixo Repasse
FORMOSA DO RIO PRETO,BA,693.3407847800238,Alto Repasse
VIRGINIA,MG,641.6390909090909,Baixo Repasse
SANTA AMELIA,PR,635.275,Baixo Repasse
SAO MIGUEL DA BAIXA GRANDE,PI,646.6276276276276,Baixo Repasse
CALCOENE,AP,762.726392251816,Alto Repasse
WENCESLAU GUIMARAES,BA,688.6897446992643,Alto Repasse
CATARINA,CE,682.3171225937183,Alto Repasse
LUCIARA,MT,705.0407673860911,Alto Repasse
GOIANESIA DO PARA,PA,683.168876482903,Alto Repasse
GOVERNADOR ARCHER,MA,703.4991482112437,Alto Repasse
ANAGE,BA,650.0441640378549,Baixo Repasse
INDIAROBA,SE,694.2953301127214,Alto Repasse
SERTANOPOLIS,PR,650.5427461139897,Baixo Repasse
ESPINOSA,MG,647.867606737172,Baixo Repasse
LAGAMAR,MG,627.705794947994,Baixo Repasse
DENISE,MT,688.6603773584906,Alto Repasse
SANTA FILOMENA,PI,689.1467089611419,Alto Repasse
CUTIAS,AP,802.1434689507495,Alto Repasse
MOGI GUACU,SP,650.3363299841354,Baixo Repasse
COSTA MARQUES,RO,703.7095660749507,Alto Repasse
DELFINOPOLIS,MG,687.524312896406,Alto Repasse
BURITI DE GOIAS,GO,647.0743494423792,Baixo Repasse
SANTA FILOMENA DO MARANHAO,MA,690.0784615384615,Alto Repasse
CUMARI,GO,705.8782051282051,Alto Repasse
ALTO FELIZ,RS,633.4375,Baixo Repasse
ESPERANTINOPOLIS,MA,689.8215623327983,Alto Repasse
ROCHEDO,MS,689.5245202558635,Alto Repasse
GUAIRA,PR,648.7356870229007,Baixo Repasse
PRAINHA,PA,732.3449582172702,Alto Repasse
IVAIPORA,PR,622.0885357548241,Baixo Repasse
SIQUEIRA CAMPOS,PR,650.8579439252336,Baixo Repasse
TURILANDIA,MA,701.6956376956377,Alto Repasse
SAO PATRICIO,GO,643.8053097345132,Baixo Repasse
ITAPERUCU,PR,687.226420890937,Alto Repasse
ANGELINA,SC,694.0496894409938,Alto Repasse
ALVORADA,RS,687.2549019607843,Alto Repasse
MIRANDA,MS,705.2125178486435,Alto Repasse
JATEI,MS,683.8226299694189,Alto Repasse
MAZAGAO,AP,780.4519271495129,Alto Repasse
TIMBE DO SUL,SC,686.2702702702703,Alto Repasse
SANTA MARIANA,PR,632.7183673469387,Baixo Repasse
BOZANO,RS,692.8771929824561,Alto Repasse
MONCOES,SP,598.9230769230769,Baixo Repasse
ANHUMAS,SP,630.8982035928144,Baixo Repasse
JACAREI,SP,639.7673378076063,Baixo Repasse
GUAMIRANGA,PR,683.4613970588235,Alto Repasse
ITAGUAI,RJ,687.3189822607795,Alto Repasse
MUANA,PA,730.0129886998311,Alto Repasse
TELEMACO BORBA,PR,680.9955849889625,Alto Repasse
BANDEIRANTE,SC,680.0857142857143,Alto Repasse
PAU D'ARCO,PA,705.3275418275418,Alto Repasse
COLINAS DO TOCANTINS,TO,682.7115039713041,Alto Repasse
TRAMANDAI,RS,701.1452095808384,Alto Repasse
SERRANOPOLIS DO IGUACU,PR,683.4759036144578,Alto Repasse
SAO FRANCISCO DE SALES,MG,639.9561752988047,Baixo Repasse
PORTO ESPERIDIAO,MT,708.5907136715391,Alto Repasse
SOBRALIA,MG,649.9321428571428,Baixo Repasse
CRUZEIRO DA FORTALEZA,MG,683.5703324808184,Alto Repasse
PINDORAMA DO TOCANTINS,TO,687.3006535947712,Alto Repasse
ABEL FIGUEIREDO,PA,689.2708192281652,Alto Repasse
CANDEIAS DO JAMARI,RO,690.5028007468659,Alto Repasse
PIUM,TO,723.3826530612245,Alto Repasse
DESCALVADO,SP,632.2201166180758,Baixo Repasse
CERRO BRANCO,RS,625.9364548494983,Baixo Repasse
MAR VERMELHO,AL,648.7525773195877,Baixo Repasse
JOSE BONIFACIO,SP,645.4098143236074,Baixo Repasse
RIBEIRAO GRANDE,SP,632.2621082621083,Baixo Repasse
RIO DE CONTAS,BA,646.8131672597865,Baixo Repasse
IRATI,SC,631.8932038834952,Baixo Repasse
GUIA LOPES DA LAGUNA,MS,680.2753074739829,Alto Repasse
CALDAS NOVAS,GO,639.6571747627024,Baixo Repasse
SAO LUIS DO QUITUNDE,AL,687.0017759121731,Alto Repasse
MATARACA,PB,694.58658008658,Alto Repasse
SOLONOPOLE,CE,650.8523274478331,Baixo Repasse
NOVA OLIMPIA,MT,681.79869600652,Alto Repasse
SAO JOAO DO ORIENTE,MG,644.8619892058597,Baixo Repasse
SAO RAIMUNDO DAS MANGABEIRAS,MA,691.8214285714286,Alto Repasse
RIO BRANCO,MT,624.7190082644628,Baixo Repasse
ANTONIO CARLOS,SC,622.3351351351351,Baixo Repasse
ALTO JEQUITIBA,MG,630.6034482758621,Baixo Repasse
CARLOPOLIS,PR,707.9235537190083,Alto Repasse
SAUDADES,SC,636.8057142857143,Baixo Repasse
PARAIBANO,MA,682.3360067539046,Alto Repasse
MIRIM DOCE,SC,555.1666666666666,Baixo Repasse
LAVRAS,MG,650.2515121951219,Baixo Repasse
CONCEICAO DO LAGO-ACU,MA,731.4834905660377,Alto Repasse
SAO LUIZ,RR,703.4750320102432,Alto Repasse
ITAQUI,RS,690.3434831043446,Alto Repasse
ENVIRA,AM,715.0631808278868,Alto Repasse
ILHOTA,SC,692.889502762431,Alto Repasse
CARDOSO,SP,634.4306569343066,Baixo Repasse
CONCORDIA,SC,638.385736196319,Baixo Repasse
NOVA UBIRATA,MT,625.6391437308869,Baixo Repasse
CAMPO LIMPO DE GOIAS,GO,719.4198800342759,Alto Repasse
PINDORAMA,SP,648.9465930018416,Baixo Repasse
SAO DOMINGOS DO SUL,RS,820.0,Alto Repasse
ESTRELA D'OESTE,SP,650.3603896103896,Baixo Repasse
JAU DO TOCANTINS,TO,635.7084548104956,Baixo Repasse
CANABRAVA DO NORTE,MT,707.2038369304556,Alto Repasse
NOVA ROSALANDIA,TO,640.771052631579,Baixo Repasse
GRACHO CARDOSO,SE,649.8802110817942,Baixo Repasse
SALDANHA MARINHO,RS,631.90625,Baixo Repasse
AFRANIO,PE,643.6590347923682,Baixo Repasse
PINHALZINHO,SC,631.5414634146341,Baixo Repasse
SETE DE SETEMBRO,RS,647.6813186813187,Baixo Repasse
DAVID CANABARRO,RS,703.3333333333334,Alto Repasse
UNIAO PAULISTA,SP,728.9423076923077,Alto Repasse
DUQUE BACELAR,MA,708.1583172768144,Alto Repasse
SAO MIGUEL DAS MISSOES,RS,683.4019073569482,Alto Repasse
ACOPIARA,CE,648.0621363486662,Baixo Repasse
RESERVA DO CABACAL,MT,689.1932773109244,Alto Repasse
TAPIRA,PR,620.1153846153846,Baixo Repasse
ALTAIR,SP,650.625,Baixo Repasse
CUNHATAI,SC,591.25,Baixo Repasse
MORRINHOS,CE,699.3038482095136,Alto Repasse
URANIA,SP,605.9364406779661,Baixo Repasse
PETROLINA DE GOIAS,GO,644.9896103896103,Baixo Repasse
SANTA ROSA DO PURUS,AC,880.0888529886914,Alto Repasse
RIACHO DOS CAVALOS,PB,640.7849223946785,Baixo Repasse
BELA VISTA DO MARANHAO,MA,710.8822170900693,Alto Repasse
DOMINGOS MARTINS,ES,641.7650513950074,Baixo Repasse
BANDEIRA,MG,641.7129840546697,Baixo Repasse
PALESTINA DO PARA,PA,707.8565400843881,Alto Repasse
PORTO VERA CRUZ,RS,729.074074074074,Alto Repasse
AGUA DOCE,SC,601.09375,Baixo Repasse
PILOES,RN,649.4654939106902,Baixo Repasse
GURUPA,PA,788.7279452054795,Alto Repasse
SAO LUIS DO CURU,CE,649.9575731862537,Baixo Repasse
AGUA BRANCA,AL,691.495067264574,Alto Repasse
MODELO,SC,647.3473684210526,Baixo Repasse
CRUZ ALTA,RS,699.8484942564421,Alto Repasse
PALMARES PAULISTA,SP,632.939393939394,Baixo Repasse
ITAPOROROCA,PB,689.3455754771544,Alto Repasse
PIEDADE DE PONTE NOVA,MG,640.8463768115942,Baixo Repasse
CANHOTINHO,PE,680.5453752181501,Alto Repasse
ELESBAO VELOSO,PI,649.6856171039844,Baixo Repasse
